source_file,error_category,line_number,column_number,msg_has_expected,msg_has_declared,msg_has_before,msg_has_type,msg_has_conversion,msg_has_return,msg_has_control,msg_has_implicit,msg_has_unknown,msg_mentions_semicolon,msg_mentions_brace,msg_mentions_paren,msg_length,msg_word_count,code_length,code_ends_semicolon,code_has_declaration,code_open_braces,code_close_braces,code_open_parens,code_close_parens,code_has_assignment,code_has_comparison,code_has_string,brace_balance,paren_balance,total_braces,total_parens
missing_header_16.cpp,Missing Header Include,6,5,0,1,0,0,0,0,0,0,0,0,0,0,36,7,32,0,1,0,0,0,0,0,1,0,0,0,0,0
unmatched_parens_24_aug193.cpp,Unmatched Parentheses,7,33,1,0,0,0,0,0,0,0,0,1,0,1,31,6,23,1,0,0,0,0,0,0,1,0,0,0,0,0
type_mismatch_24_aug791.cpp,Type Mismatch,5,15,0,0,0,0,1,0,0,0,0,0,0,0,51,7,21,1,1,1,1,0,0,1,0,0,0,0,2,0
undeclared_20.cpp,Undeclared Variable,6,5,0,1,0,0,0,0,0,0,0,0,0,0,37,7,55,0,0,0,0,1,1,0,1,1,0,0,0,2
missing_header_19.cpp,Missing Header Include,6,25,0,1,0,0,0,0,0,0,0,0,0,0,37,7,44,0,1,0,0,1,1,1,0,0,0,0,0,2
missing_header_22.cpp,Missing Header Include,8,31,0,1,0,0,0,0,0,0,0,0,0,0,40,7,53,0,0,0,0,3,3,0,0,0,0,0,0,6
undeclared_20_aug824.cpp,Undeclared Variable,10,6,0,1,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undeclared_5_aug488.cpp,Undeclared Variable,4,3,0,1,0,0,0,0,0,0,0,0,0,0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_25_aug740.cpp,Unmatched Parentheses,10,15,1,0,0,0,0,0,0,0,0,1,0,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_3.cpp,Missing Return Statement,6,12,0,0,0,0,0,0,0,0,0,0,0,0,43,4,21,1,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_7.cpp,Unmatched Braces,8,5,0,0,0,1,0,0,0,0,0,0,0,0,27,6,18,1,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_braces_3.cpp,Unmatched Braces,12,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_23.cpp,Missing Return Statement,8,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_parens_27.cpp,Unmatched Parentheses,6,27,1,0,1,0,0,0,0,0,0,1,0,1,29,5,49,0,1,0,0,2,1,1,0,0,0,1,0,3
type_mismatch_21_aug738.cpp,Type Mismatch,1,11,0,0,0,0,1,0,0,0,0,0,0,0,62,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_25.cpp,Missing Return Statement,8,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_braces_23.cpp,Unmatched Braces,14,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_14_aug662.cpp,Missing Return Statement,6,2,0,0,0,1,0,1,0,0,0,0,0,0,66,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_header_26.cpp,Missing Header Include,6,9,1,0,1,0,0,0,0,0,0,0,0,0,40,4,40,0,1,0,0,0,0,0,1,0,0,0,0,0
missing_header_18.cpp,Missing Header Include,6,5,0,1,0,0,0,0,0,0,0,0,0,0,38,7,37,0,1,0,0,0,0,0,1,0,0,0,0,0
type_mismatch_25_aug788.cpp,Type Mismatch,7,18,0,0,0,1,1,0,0,0,0,0,0,0,60,8,20,1,0,0,0,0,0,0,1,0,0,0,0,0
invalid_decl_17.cpp,Invalid Syntax in Declarations,5,5,0,1,0,0,0,0,0,0,0,0,0,0,38,7,36,0,0,0,0,0,0,1,0,1,0,0,0,0
undeclared_22.cpp,Undeclared Variable,6,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,41,0,0,0,0,0,0,1,0,1,0,0,0,0
missing_return_23_aug316.cpp,Missing Return Statement,8,18,0,0,0,0,0,0,0,0,0,0,0,0,44,4,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
invalid_decl_19.cpp,Invalid Syntax in Declarations,5,5,0,1,0,0,0,0,0,0,0,0,0,0,37,7,54,0,1,0,0,0,0,1,0,1,0,0,0,0
unmatched_parens_12.cpp,Unmatched Parentheses,7,25,1,0,1,0,0,0,0,0,0,1,0,1,29,5,53,0,1,0,0,2,1,1,0,0,0,1,0,3
unmatched_parens_19_aug805.cpp,Unmatched Parentheses,1,32,1,0,1,0,0,0,0,0,0,1,0,1,35,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0
invalid_decl_8.cpp,Invalid Syntax in Declarations,7,13,0,1,0,0,0,0,0,0,0,0,0,0,36,7,20,1,0,0,0,0,0,0,1,0,0,0,0,0
type_mismatch_5.cpp,Type Mismatch,7,11,0,0,0,0,1,0,0,0,0,0,0,0,54,7,39,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_return_25_aug919.cpp,Missing Return Statement,7,3,0,0,0,1,0,1,0,0,0,0,0,0,66,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_2.cpp,Unmatched Parentheses,6,28,1,0,1,0,0,0,0,0,0,1,0,1,29,5,56,0,1,0,0,1,0,1,0,0,0,1,0,1
type_mismatch_25.cpp,Type Mismatch,6,15,0,0,0,0,1,0,0,0,0,0,0,0,55,7,37,0,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_parens_10.cpp,Unmatched Parentheses,7,22,1,0,1,0,0,0,0,0,0,1,0,1,29,5,50,0,0,0,0,1,0,1,0,0,0,1,0,1
type_mismatch_10_aug936.cpp,Type Mismatch,8,16,0,0,0,1,1,0,0,0,0,0,0,0,66,9,20,1,0,0,0,0,0,0,1,0,0,0,0,0
missing_header_22_aug887.cpp,Missing Header Include,12,28,0,1,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invalid_decl_21.cpp,Invalid Syntax in Declarations,5,5,0,1,0,0,0,0,0,0,0,0,0,0,41,7,45,0,1,0,0,0,0,1,0,1,0,0,0,0
type_mismatch_8.cpp,Type Mismatch,8,9,0,0,0,0,1,0,0,0,0,0,0,0,51,8,44,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_semicolon_24.cpp,Missing Semicolon,7,21,0,1,0,0,0,0,0,0,0,0,0,0,38,7,30,1,0,0,0,0,0,0,1,0,0,0,0,0
type_mismatch_18_aug774.cpp,Type Mismatch,7,13,0,0,0,0,1,0,0,0,0,0,0,0,58,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0
missing_semicolon_13.cpp,Missing Semicolon,6,15,0,0,0,0,0,0,0,0,0,0,0,0,41,4,41,0,1,0,0,0,0,1,0,0,0,0,0,0
invalid_decl_3.cpp,Invalid Syntax in Declarations,6,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,59,0,1,0,0,0,0,1,0,1,0,0,0,0
type_mismatch_20_aug719.cpp,Type Mismatch,5,8,0,0,0,1,0,0,0,0,0,0,0,0,66,10,13,1,1,0,0,0,0,0,0,0,0,0,0,0
unmatched_braces_15.cpp,Unmatched Braces,12,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_parens_6_aug535.cpp,Unmatched Parentheses,11,4,1,0,0,0,0,1,0,0,0,0,0,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_30_aug380.cpp,Unmatched Parentheses,7,39,1,0,0,0,0,0,0,0,0,0,1,1,31,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
type_mismatch_3.cpp,Type Mismatch,7,11,0,0,0,1,0,0,0,0,0,0,0,0,54,9,36,0,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_8.cpp,Unmatched Braces,10,1,1,0,0,0,0,0,0,0,0,0,0,1,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
type_mismatch_11_aug807.cpp,Type Mismatch,3,8,0,0,0,0,0,0,0,0,0,0,0,0,39,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0
type_mismatch_9_aug170.cpp,Type Mismatch,2,21,0,0,0,0,1,0,0,0,0,0,0,0,50,7,19,0,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_parens_14.cpp,Unmatched Parentheses,5,23,1,0,1,0,0,0,0,0,0,1,0,1,29,5,45,0,1,0,0,1,0,1,0,0,0,1,0,1
invalid_decl_2.cpp,Invalid Syntax in Declarations,7,13,0,1,0,0,0,0,0,0,0,0,0,0,38,7,22,1,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_parens_16.cpp,Unmatched Parentheses,6,17,1,0,1,0,0,0,0,0,0,0,1,1,29,5,39,0,0,1,0,1,0,0,1,0,1,1,1,1
invalid_decl_4.cpp,Invalid Syntax in Declarations,8,15,0,0,0,1,0,0,0,0,0,0,0,0,44,9,17,1,1,0,0,0,0,1,0,0,0,0,0,0
invalid_decl_24.cpp,Invalid Syntax in Declarations,5,16,0,0,0,1,0,0,0,0,0,0,0,0,44,9,46,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_return_16.cpp,Missing Return Statement,9,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_parens_20.cpp,Unmatched Parentheses,6,5,1,0,1,0,0,1,0,0,0,0,0,0,39,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0
undeclared_14_aug324.cpp,Undeclared Variable,4,11,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_braces_30.cpp,Unmatched Braces,13,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
invalid_decl_9.cpp,Invalid Syntax in Declarations,6,22,0,0,0,1,0,0,0,0,0,0,0,0,44,9,44,0,1,0,0,0,0,1,0,1,0,0,0,0
undeclared_28.cpp,Undeclared Variable,7,5,0,1,0,0,0,0,0,0,0,0,0,0,43,7,53,0,0,0,0,0,0,1,0,1,0,0,0,0
invalid_decl_20.cpp,Invalid Syntax in Declarations,6,13,0,1,0,0,0,0,0,0,0,0,0,0,39,7,23,1,0,0,0,0,0,0,1,0,0,0,0,0
invalid_decl_18.cpp,Invalid Syntax in Declarations,5,13,0,0,0,1,0,0,0,0,0,0,0,0,44,9,41,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_semicolon_20.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,21,1,0,0,0,0,0,0,1,0,0,0,0,0
missing_header_14.cpp,Missing Header Include,7,15,1,0,1,0,0,0,0,0,0,0,0,0,44,5,43,0,1,0,0,0,0,0,1,0,0,0,0,0
type_mismatch_3_aug869.cpp,Type Mismatch,3,14,0,0,0,1,0,0,0,0,0,0,0,0,64,10,20,1,0,0,0,0,0,0,0,0,0,0,0,0
type_mismatch_20_aug966.cpp,Type Mismatch,8,12,0,0,0,1,0,0,0,0,0,0,0,0,66,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0
missing_header_30.cpp,Missing Header Include,6,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,41,0,0,0,0,1,1,0,1,0,0,0,0,2
missing_semicolon_10.cpp,Missing Semicolon,6,23,0,0,0,0,0,0,0,0,0,0,0,0,39,4,45,0,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_2_aug514.cpp,Unmatched Braces,8,11,1,0,0,0,0,0,0,0,0,0,1,0,28,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0
invalid_decl_20.cpp,Invalid Syntax in Declarations,5,5,0,1,0,0,0,0,0,0,0,0,0,0,38,7,57,0,1,0,0,0,0,1,0,1,0,0,0,0
undeclared_12.cpp,Undeclared Variable,6,9,0,1,0,0,0,0,0,0,0,0,0,0,34,7,46,0,0,1,0,1,1,1,1,1,1,0,1,2
unmatched_braces_21_aug336.cpp,Unmatched Braces,15,3,1,0,0,0,0,0,0,0,0,0,1,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_semicolon_30.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,21,1,0,0,0,0,0,0,1,0,0,0,0,0
invalid_decl_12.cpp,Invalid Syntax in Declarations,6,5,0,1,0,0,0,0,0,0,0,0,0,0,38,7,57,0,1,0,0,0,0,1,0,1,0,0,0,0
missing_return_18.cpp,Missing Return Statement,8,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
invalid_decl_30.cpp,Invalid Syntax in Declarations,6,13,0,1,0,0,0,0,0,0,0,0,0,0,36,7,20,1,0,0,0,0,0,0,1,0,0,0,0,0
invalid_decl_17.cpp,Invalid Syntax in Declarations,6,13,0,1,0,0,0,0,0,0,0,0,0,0,37,7,21,1,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_parens_19_aug277.cpp,Unmatched Parentheses,8,30,1,0,0,0,0,0,0,0,0,1,0,1,31,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_7.cpp,Unmatched Parentheses,6,25,1,0,1,0,0,0,0,0,0,1,0,1,29,5,53,0,1,0,0,2,1,1,0,0,0,1,0,3
invalid_decl_11.cpp,Invalid Syntax in Declarations,6,5,0,1,0,0,0,0,0,0,0,0,0,0,36,7,54,0,1,0,0,0,0,1,0,1,0,0,0,0
missing_return_8_aug102.cpp,Missing Return Statement,4,2,0,0,0,1,0,1,0,0,0,0,0,0,66,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_28.cpp,Unmatched Parentheses,5,32,1,0,1,0,0,0,0,0,0,0,1,1,29,5,54,0,1,1,0,1,0,1,1,0,1,1,1,1
missing_header_1.cpp,Missing Header Include,6,30,0,1,0,0,0,0,0,0,0,0,0,0,37,7,52,0,0,0,0,0,0,0,1,1,0,0,0,0
missing_return_14.cpp,Missing Return Statement,7,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_braces_9.cpp,Unmatched Braces,6,31,1,0,1,0,0,0,0,0,0,1,1,0,29,5,63,0,1,1,0,0,0,1,0,0,1,0,1,0
undeclared_6.cpp,Undeclared Variable,6,13,0,1,0,0,0,0,0,0,0,0,0,0,40,7,51,0,0,0,0,0,0,0,1,1,0,0,0,0
invalid_decl_23.cpp,Invalid Syntax in Declarations,5,5,0,1,0,0,0,0,0,0,0,0,0,0,36,7,58,0,1,0,0,0,0,1,0,1,0,0,0,0
unmatched_braces_19_aug460.cpp,Unmatched Braces,15,3,1,0,0,0,0,0,0,0,0,0,1,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
