source_file,error_category,line_number,column_number,error_type,error_message,full_output
invalid_decl_18.cpp,Invalid Syntax in Declarations,6,13,error,'x' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_18.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_18.cpp:5:13: error: two or more data types in declaration of 'x'
     int int x = 5;  // Duplicate type keyword
             ^
WEEK5\error_collection\sample_programs\invalid_decl_18.cpp:6:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^"
invalid_decl_19.cpp,Invalid Syntax in Declarations,5,5,error,'flot' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_19.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_19.cpp:5:5: error: 'flot' was not declared in this scope
     flot price = 9.99;  // Typo: 'flot' instead of 'float'
     ^~~~
WEEK5\error_collection\sample_programs\invalid_decl_19.cpp:6:13: error: 'price' was not declared in this scope
     cout << price << endl;
             ^~~~~"
invalid_decl_19.cpp,Invalid Syntax in Declarations,6,13,error,'price' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_19.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_19.cpp:5:5: error: 'flot' was not declared in this scope
     flot price = 9.99;  // Typo: 'flot' instead of 'float'
     ^~~~
WEEK5\error_collection\sample_programs\invalid_decl_19.cpp:6:13: error: 'price' was not declared in this scope
     cout << price << endl;
             ^~~~~"
invalid_decl_2.cpp,Invalid Syntax in Declarations,6,5,error,'flaot' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_2.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_2.cpp:6:5: error: 'flaot' was not declared in this scope
     flaot price = 99.99;  // Typo: 'flaot' instead of 'float'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_2.cpp:7:13: error: 'price' was not declared in this scope
     cout << price << endl;
             ^~~~~"
invalid_decl_2.cpp,Invalid Syntax in Declarations,7,13,error,'price' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_2.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_2.cpp:6:5: error: 'flaot' was not declared in this scope
     flaot price = 99.99;  // Typo: 'flaot' instead of 'float'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_2.cpp:7:13: error: 'price' was not declared in this scope
     cout << price << endl;
             ^~~~~"
invalid_decl_20.cpp,Invalid Syntax in Declarations,5,5,error,'duble' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_20.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_20.cpp:5:5: error: 'duble' was not declared in this scope
     duble radius = 5.0;  // Typo: 'duble' instead of 'double'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_20.cpp:6:13: error: 'radius' was not declared in this scope
     cout << radius << endl;
             ^~~~~~"
invalid_decl_20.cpp,Invalid Syntax in Declarations,6,13,error,'radius' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_20.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_20.cpp:5:5: error: 'duble' was not declared in this scope
     duble radius = 5.0;  // Typo: 'duble' instead of 'double'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_20.cpp:6:13: error: 'radius' was not declared in this scope
     cout << radius << endl;
             ^~~~~~"
invalid_decl_21.cpp,Invalid Syntax in Declarations,5,5,error,'unsinged' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_21.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_21.cpp:5:5: error: 'unsinged' was not declared in this scope
     unsinged int count = 10;  // Typo: 'unsinged'
     ^~~~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_21.cpp:6:13: error: 'count' was not declared in this scope
     cout << count << endl;
             ^~~~~"
invalid_decl_21.cpp,Invalid Syntax in Declarations,6,13,error,'count' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_21.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_21.cpp:5:5: error: 'unsinged' was not declared in this scope
     unsinged int count = 10;  // Typo: 'unsinged'
     ^~~~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_21.cpp:6:13: error: 'count' was not declared in this scope
     cout << count << endl;
             ^~~~~"
invalid_decl_22.cpp,Invalid Syntax in Declarations,5,5,error,'CONST' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_22.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_22.cpp:5:5: error: 'CONST' was not declared in this scope
     CONST int MAX = 50;  // Wrong case: 'CONST'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_22.cpp:6:13: error: 'MAX' was not declared in this scope
     cout << MAX << endl;
             ^~~"
invalid_decl_22.cpp,Invalid Syntax in Declarations,6,13,error,'MAX' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_22.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_22.cpp:5:5: error: 'CONST' was not declared in this scope
     CONST int MAX = 50;  // Wrong case: 'CONST'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_22.cpp:6:13: error: 'MAX' was not declared in this scope
     cout << MAX << endl;
             ^~~"
invalid_decl_23.cpp,Invalid Syntax in Declarations,5,5,error,'lng' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_23.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_23.cpp:5:5: error: 'lng' was not declared in this scope
     lng long bigNum = 99999;  // Typo: 'lng' instead of 'long'
     ^~~
WEEK5\error_collection\sample_programs\invalid_decl_23.cpp:6:13: error: 'bigNum' was not declared in this scope
     cout << bigNum << endl;
             ^~~~~~"
invalid_decl_23.cpp,Invalid Syntax in Declarations,6,13,error,'bigNum' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_23.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_23.cpp:5:5: error: 'lng' was not declared in this scope
     lng long bigNum = 99999;  // Typo: 'lng' instead of 'long'
     ^~~
WEEK5\error_collection\sample_programs\invalid_decl_23.cpp:6:13: error: 'bigNum' was not declared in this scope
     cout << bigNum << endl;
             ^~~~~~"
invalid_decl_24.cpp,Invalid Syntax in Declarations,5,16,error,two or more data types in declaration of 'x',"WEEK5\error_collection\sample_programs\invalid_decl_24.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_24.cpp:5:16: error: two or more data types in declaration of 'x'
     int double x = 5;  // Two types in declaration
                ^
WEEK5\error_collection\sample_programs\invalid_decl_24.cpp:6:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^"
invalid_decl_24.cpp,Invalid Syntax in Declarations,6,13,error,'x' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_24.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_24.cpp:5:16: error: two or more data types in declaration of 'x'
     int double x = 5;  // Two types in declaration
                ^
WEEK5\error_collection\sample_programs\invalid_decl_24.cpp:6:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^"
invalid_decl_25.cpp,Invalid Syntax in Declarations,5,5,error,'shrot' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_25.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_25.cpp:5:5: error: 'shrot' was not declared in this scope
     shrot s = 100;  // Typo: 'shrot' instead of 'short'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_25.cpp:6:13: error: 's' was not declared in this scope
     cout << s << endl;
             ^"
invalid_decl_25.cpp,Invalid Syntax in Declarations,6,13,error,'s' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_25.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_25.cpp:5:5: error: 'shrot' was not declared in this scope
     shrot s = 100;  // Typo: 'shrot' instead of 'short'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_25.cpp:6:13: error: 's' was not declared in this scope
     cout << s << endl;
             ^"
invalid_decl_26.cpp,Invalid Syntax in Declarations,5,5,error,'Void' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_26.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_26.cpp:5:5: error: 'Void' was not declared in this scope
     Void *ptr = nullptr;  // Wrong case: 'Void'
     ^~~~
WEEK5\error_collection\sample_programs\invalid_decl_26.cpp:5:11: error: 'ptr' was not declared in this scope
     Void *ptr = nullptr;  // Wrong case: 'Void'
           ^~~"
invalid_decl_26.cpp,Invalid Syntax in Declarations,5,11,error,'ptr' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_26.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_26.cpp:5:5: error: 'Void' was not declared in this scope
     Void *ptr = nullptr;  // Wrong case: 'Void'
     ^~~~
WEEK5\error_collection\sample_programs\invalid_decl_26.cpp:5:11: error: 'ptr' was not declared in this scope
     Void *ptr = nullptr;  // Wrong case: 'Void'
           ^~~"
invalid_decl_27.cpp,Invalid Syntax in Declarations,5,5,error,'intrger' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_27.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_27.cpp:5:5: error: 'intrger' was not declared in this scope
     intrger age = 21;  // Typo: 'intrger'
     ^~~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_27.cpp:6:13: error: 'age' was not declared in this scope
     cout << age << endl;
             ^~~"
invalid_decl_27.cpp,Invalid Syntax in Declarations,6,13,error,'age' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_27.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_27.cpp:5:5: error: 'intrger' was not declared in this scope
     intrger age = 21;  // Typo: 'intrger'
     ^~~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_27.cpp:6:13: error: 'age' was not declared in this scope
     cout << age << endl;
             ^~~"
invalid_decl_28.cpp,Invalid Syntax in Declarations,5,15,error,'long long long' is too long for GCC,"WEEK5\error_collection\sample_programs\invalid_decl_28.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_28.cpp:5:15: error: 'long long long' is too long for GCC
     long long long x = 5;  // Triple long is invalid
               ^~~~"
invalid_decl_29.cpp,Invalid Syntax in Declarations,5,5,error,'floatt' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_29.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_29.cpp:5:5: error: 'floatt' was not declared in this scope
     floatt pi = 3.14;  // Typo: 'floatt'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_29.cpp:6:13: error: 'pi' was not declared in this scope
     cout << pi << endl;
             ^~"
invalid_decl_29.cpp,Invalid Syntax in Declarations,6,13,error,'pi' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_29.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_29.cpp:5:5: error: 'floatt' was not declared in this scope
     floatt pi = 3.14;  // Typo: 'floatt'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_29.cpp:6:13: error: 'pi' was not declared in this scope
     cout << pi << endl;
             ^~"
invalid_decl_3.cpp,Invalid Syntax in Declarations,6,5,error,'doubel' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_3.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_3.cpp:6:5: error: 'doubel' was not declared in this scope
     doubel pi = 3.14159;  // Typo: 'doubel' instead of 'double'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_3.cpp:7:13: error: 'pi' was not declared in this scope
     cout << pi << endl;
             ^~"
invalid_decl_3.cpp,Invalid Syntax in Declarations,7,13,error,'pi' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_3.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_3.cpp:6:5: error: 'doubel' was not declared in this scope
     doubel pi = 3.14159;  // Typo: 'doubel' instead of 'double'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_3.cpp:7:13: error: 'pi' was not declared in this scope
     cout << pi << endl;
             ^~"
invalid_decl_30.cpp,Invalid Syntax in Declarations,5,5,error,'DOUBLE' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_30.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_30.cpp:5:5: error: 'DOUBLE' was not declared in this scope
     DOUBLE val = 2.71;  // Wrong case: 'DOUBLE'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_30.cpp:6:13: error: 'val' was not declared in this scope
     cout << val << endl;
             ^~~"
invalid_decl_30.cpp,Invalid Syntax in Declarations,6,13,error,'val' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_30.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_30.cpp:5:5: error: 'DOUBLE' was not declared in this scope
     DOUBLE val = 2.71;  // Wrong case: 'DOUBLE'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_30.cpp:6:13: error: 'val' was not declared in this scope
     cout << val << endl;
             ^~~"
invalid_decl_4.cpp,Invalid Syntax in Declarations,8,15,error,two or more data types in declaration of 'x',"WEEK5\error_collection\sample_programs\invalid_decl_4.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:8:15: error: two or more data types in declaration of 'x'
     int float x = 10;
               ^
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:9:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:6:10: warning: unused variable 'ch' [-Wunused-variable]
     char ch = 'A';
          ^~"
invalid_decl_4.cpp,Invalid Syntax in Declarations,9,13,error,'x' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_4.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:8:15: error: two or more data types in declaration of 'x'
     int float x = 10;
               ^
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:9:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:6:10: warning: unused variable 'ch' [-Wunused-variable]
     char ch = 'A';
          ^~"
invalid_decl_4.cpp,Invalid Syntax in Declarations,6,10,warning,unused variable 'ch' [-Wunused-variable],"WEEK5\error_collection\sample_programs\invalid_decl_4.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:8:15: error: two or more data types in declaration of 'x'
     int float x = 10;
               ^
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:9:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^
WEEK5\error_collection\sample_programs\invalid_decl_4.cpp:6:10: warning: unused variable 'ch' [-Wunused-variable]
     char ch = 'A';
          ^~"
invalid_decl_5.cpp,Invalid Syntax in Declarations,6,5,error,'boool' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_5.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_5.cpp:6:5: error: 'boool' was not declared in this scope
     boool flag = true;  // Typo: 'boool' instead of 'bool'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_5.cpp:7:13: error: 'flag' was not declared in this scope
     cout << flag << endl;
             ^~~~"
invalid_decl_5.cpp,Invalid Syntax in Declarations,7,13,error,'flag' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_5.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_5.cpp:6:5: error: 'boool' was not declared in this scope
     boool flag = true;  // Typo: 'boool' instead of 'bool'
     ^~~~~
WEEK5\error_collection\sample_programs\invalid_decl_5.cpp:7:13: error: 'flag' was not declared in this scope
     cout << flag << endl;
             ^~~~"
invalid_decl_6.cpp,Invalid Syntax in Declarations,6,5,error,'stirng' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_6.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_6.cpp:6:5: error: 'stirng' was not declared in this scope
     stirng name = ""Alice"";  // Typo: 'stirng' instead of 'string'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_6.cpp:7:13: error: 'name' was not declared in this scope
     cout << name << endl;
             ^~~~"
invalid_decl_6.cpp,Invalid Syntax in Declarations,7,13,error,'name' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_6.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_6.cpp:6:5: error: 'stirng' was not declared in this scope
     stirng name = ""Alice"";  // Typo: 'stirng' instead of 'string'
     ^~~~~~
WEEK5\error_collection\sample_programs\invalid_decl_6.cpp:7:13: error: 'name' was not declared in this scope
     cout << name << endl;
             ^~~~"
invalid_decl_7.cpp,Invalid Syntax in Declarations,6,5,error,'Int' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_7.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_7.cpp:6:5: error: 'Int' was not declared in this scope
     Int x = 100;  // Wrong case: 'Int' instead of 'int'
     ^~~
WEEK5\error_collection\sample_programs\invalid_decl_7.cpp:7:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^"
invalid_decl_7.cpp,Invalid Syntax in Declarations,7,13,error,'x' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_7.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_7.cpp:6:5: error: 'Int' was not declared in this scope
     Int x = 100;  // Wrong case: 'Int' instead of 'int'
     ^~~
WEEK5\error_collection\sample_programs\invalid_decl_7.cpp:7:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^"
invalid_decl_8.cpp,Invalid Syntax in Declarations,6,14,error,expected initializer before 'num',"WEEK5\error_collection\sample_programs\invalid_decl_8.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_8.cpp:6:14: error: expected initializer before 'num'
     long lon num = 9999999;  // Typo: 'lon' instead of 'long'
              ^~~
WEEK5\error_collection\sample_programs\invalid_decl_8.cpp:7:13: error: 'num' was not declared in this scope
     cout << num << endl;
             ^~~"
invalid_decl_8.cpp,Invalid Syntax in Declarations,7,13,error,'num' was not declared in this scope,"WEEK5\error_collection\sample_programs\invalid_decl_8.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_8.cpp:6:14: error: expected initializer before 'num'
     long lon num = 9999999;  // Typo: 'lon' instead of 'long'
              ^~~
WEEK5\error_collection\sample_programs\invalid_decl_8.cpp:7:13: error: 'num' was not declared in this scope
     cout << num << endl;
             ^~~"
invalid_decl_9.cpp,Invalid Syntax in Declarations,6,22,error,two or more data types in declaration of 'x',"WEEK5\error_collection\sample_programs\invalid_decl_9.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\invalid_decl_9.cpp:6:22: error: two or more data types in declaration of 'x'
     unsigned int int x = 10;  // Duplicate 'int'
                      ^
WEEK5\error_collection\sample_programs\invalid_decl_9.cpp:7:13: error: 'x' was not declared in this scope
     cout << x << endl;
             ^"
